buy_pct_bullish_divergence,buy_pct_rsi_25,buy_pct_rsi_20,sell_pct_bearish_divergence,sell_pct_rsi_75,sell_pct_rsi_80,train_trades,test_trades,train_win_rate,test_win_rate,train_expectancy,test_expectancy,train_profit_factor,test_profit_factor,train_max_dd,test_max_dd,train_portfolio_return,test_portfolio_return,train_return_to_dd,test_return_to_dd,train_buy_count,test_buy_count,score
35.0,10.0,20.0,100.0,25.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,20.0,100.0,35.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,30.0,100.0,15.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,30.0,100.0,25.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,30.0,100.0,35.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,40.0,100.0,15.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,40.0,100.0,25.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
35.0,10.0,40.0,100.0,35.0,40.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.88,-2.35,3.38,0.0,3,3,353.3285
15.0,10.0,20.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,20.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,20.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,30.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,30.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,30.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,40.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,40.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,10.0,40.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,20.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,20.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,20.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,30.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,30.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,30.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,40.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,40.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
25.0,10.0,40.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,20.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,20.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,20.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,30.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,30.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,30.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,40.0,100.0,15.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,40.0,100.0,25.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
35.0,10.0,40.0,100.0,35.0,50.0,3,0,100.0,0.0,28.34,0.0,85.01,0.0,0.0,0.0,4.77,-2.35,3.27,0.0,3,3,352.454
15.0,15.0,20.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,20.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,20.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,30.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,30.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,30.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,40.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,40.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,40.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,20.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,20.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,20.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,30.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,30.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,30.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,40.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,40.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,20.0,40.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,20.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,20.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,20.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,30.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,30.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,30.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,40.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,40.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,15.0,40.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,20.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,20.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,20.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,30.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,30.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,30.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,40.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,40.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
25.0,20.0,40.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,20.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,20.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,20.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,30.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,30.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,30.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,40.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,40.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,15.0,40.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,20.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,20.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,20.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,30.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,30.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,30.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,40.0,100.0,15.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,40.0,100.0,25.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
35.0,20.0,40.0,100.0,35.0,25.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.54,-2.57,3.72,0.0,2,3,301.2125
15.0,15.0,20.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,20.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,20.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,30.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,30.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,30.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,40.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,40.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,40.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,20.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,20.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,20.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,30.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,30.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,30.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,40.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,40.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,20.0,40.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,20.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,20.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,20.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,30.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,30.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,30.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,40.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,40.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,15.0,40.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,20.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,20.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,20.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,30.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,30.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,30.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,40.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,40.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
25.0,20.0,40.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,20.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,20.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,20.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,30.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,30.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,30.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,40.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,40.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,15.0,40.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,20.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,20.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,20.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,30.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,30.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,30.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,40.0,100.0,15.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,40.0,100.0,25.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
35.0,20.0,40.0,100.0,35.0,40.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.37,-2.57,3.56,0.0,2,3,299.941
15.0,15.0,20.0,100.0,15.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,20.0,100.0,25.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,20.0,100.0,35.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,30.0,100.0,15.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,30.0,100.0,25.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,30.0,100.0,35.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,40.0,100.0,15.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,40.0,100.0,25.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,15.0,40.0,100.0,35.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,20.0,100.0,15.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,20.0,100.0,25.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,20.0,100.0,35.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,30.0,100.0,15.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,30.0,100.0,25.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,30.0,100.0,35.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,40.0,100.0,15.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,40.0,100.0,25.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
15.0,20.0,40.0,100.0,35.0,50.0,2,0,100.0,0.0,28.54,0.0,57.08,0.0,0.0,0.0,5.26,-2.57,3.45,0.0,2,3,299.0665
