buy_threshold_1,buy_threshold_2,buy_threshold_3,sell_threshold_1,sell_threshold_2,sell_threshold_3,full_total_return_pct,full_benchmark_return_pct,full_excess_return_pct,full_max_drawdown_pct,full_final_equity,full_buys,full_sells,full_strategy_score,full_cagr_pct,full_benchmark_cagr_pct,train_total_return_pct,train_benchmark_return_pct,train_excess_return_pct,train_max_drawdown_pct,train_final_equity,train_buys,train_sells,train_strategy_score,train_cagr_pct,train_benchmark_cagr_pct,test_total_return_pct,test_benchmark_return_pct,test_excess_return_pct,test_max_drawdown_pct,test_final_equity,test_buys,test_sells,test_strategy_score,test_cagr_pct,test_benchmark_cagr_pct,robust_score
70.0,75.0,80.0,15.0,25.0,35.0,395.80132000854553,370.0501494768311,25.75117053171448,-64.61698954592235,495801.32000854553,47,69,363.4928252355844,20.42022586316388,19.677088727559887,288.5041006831112,216.0207772795217,72.48332340358948,-64.61698954592235,388504.1006831112,32,53,256.19560591015,25.40067777186568,21.15545826848697,12.967276765841572,42.357063392451934,-29.38978662661036,-43.78775969180108,112967.27676584155,12,12,-8.926603080058966,4.768597107933936,14.445861132594809,0.9117754788311256
65.0,70.0,80.0,10.0,15.0,30.0,499.5742182049681,370.0501494768311,129.52406872813702,-72.40399456883254,599574.2182049681,55,34,463.3722209205518,23.1058586867458,19.677088727559887,286.91774806730115,216.0207772795217,70.89697078777945,-72.40399456883254,386917.7480673011,29,21,250.71575078288487,25.31513366078788,21.15545826848697,14.54354249272738,42.357063392451934,-27.813520899724555,-47.40333591162464,114543.54249272736,11,9,-9.158125463084945,5.324729129869277,14.445861132594809,0.8945948488911799
65.0,70.0,90.0,20.0,25.0,30.0,449.65347372259055,370.0501494768311,79.6033242457595,-61.75267111574756,549653.4737225906,60,51,418.7771381647168,21.870020884641782,19.677088727559887,295.86681049245,216.0207772795217,79.84603321292829,-61.75267111574756,395866.81049245,35,37,264.9904749345762,25.79394254813241,21.15545826848697,12.73852246991476,42.357063392451934,-29.61854092253717,-44.37710732022085,112738.52246991477,14,10,-9.450031190195666,4.687491293632595,14.445861132594809,0.878774891946621
65.0,75.0,80.0,10.0,25.0,30.0,456.2784389794427,370.0501494768311,86.22828950261163,-69.30028742666892,556278.4389794427,61,45,421.6282952661082,22.03960405880259,19.677088727559887,285.76935998094456,216.0207772795217,69.74858270142286,-69.30028742666892,385769.3599809445,37,32,251.1192162676101,25.25302426377005,21.15545826848697,13.812315272587592,42.357063392451934,-28.54474811986434,-45.81958015786199,113812.31527258758,14,9,-9.0974748063434,5.067332330591245,14.445861132594809,0.8732406253331602
65.0,70.0,75.0,10.0,15.0,30.0,493.3436010961186,370.0501494768311,123.29345161928757,-72.51240690539443,593343.6010961186,56,34,457.0873976434214,22.956694885675976,19.677088727559887,294.56936705739395,216.0207772795217,78.54858977787225,-72.51240690539443,394569.367057394,28,21,258.31316360469674,25.72508699661502,21.15545826848697,14.293561787471454,42.357063392451934,-28.06350160498048,-47.9365769598899,114293.56178747144,8,9,-9.674726692473495,5.236848805383088,14.445861132594809,0.8661392003140598
65.0,70.0,85.0,10.0,25.0,30.0,427.0129689152192,370.0501494768311,56.96281943838813,-66.57798069080528,527012.9689152192,57,45,393.72397856981655,21.27650868669928,19.677088727559887,265.12607812426523,216.0207772795217,49.10530084474354,-66.57798069080528,365126.0781242652,32,32,231.8370877788626,24.109401471184967,21.15545826848697,14.635489109671765,42.357063392451934,-27.72157428278017,-45.56394281644561,114635.48910967176,14,9,-8.146482298551042,5.357023004007555,14.445861132594809,0.8583787386783818
80.0,85.0,90.0,10.0,15.0,20.0,1201.9927772052738,370.0501494768311,831.9426277284427,-53.643853693380784,1301992.777205274,21,18,1175.1708503585835,34.699108879689874,19.677088727559887,825.27820634752,216.0207772795217,609.2574290679984,-53.643853693380784,925278.20634752,17,10,798.4562795008296,44.929132914853234,21.15545826848697,-11.381176035755258,42.357063392451934,-53.7382394282072,-23.1363336433692,88618.82396424474,4,5,-22.94934285743986,-4.511352579530293,14.445861132594809,0.8506418154200741
70.0,80.0,85.0,15.0,25.0,30.0,678.4138775284333,370.0501494768311,308.36372805160227,-62.0670626884725,778413.8775284333,43,47,647.380346184197,26.892659135941788,19.677088727559887,465.2151960690626,216.0207772795217,249.1944187895409,-62.0670626884725,565215.1960690626,30,33,434.1816647248263,33.491877346063625,21.15545826848697,2.786794556567984,42.357063392451934,-39.57026883588395,-36.46129992062189,102786.79455656798,13,10,-15.443855403742962,1.0556922648881528,14.445861132594809,0.8492732228088729
65.0,80.0,90.0,15.0,20.0,25.0,885.7904571358852,370.0501494768311,515.7403076590541,-63.09677657650133,985790.4571358853,61,33,854.2420688476345,30.41920265613285,19.677088727559887,575.7943807239982,216.0207772795217,359.7736034444765,-63.09677657650133,675794.3807239982,40,23,544.2459924357476,37.52990945596,21.15545826848697,3.355395117987104,42.357063392451934,-39.00166827446483,-46.07952231242663,103355.39511798712,15,7,-19.68436603822621,1.2689095290648655,14.445861132594809,0.833648627322537
65.0,80.0,90.0,15.0,20.0,30.0,740.0252012654133,370.0501494768311,369.9750517885823,-63.02687971558151,840025.2012654133,61,41,708.5117614076225,28.019481040365868,19.677088727559887,487.0808467245385,216.0207772795217,271.0600694450168,-63.02687971558151,587080.8467245385,40,27,455.5674068667478,34.33960578978712,21.15545826848697,4.487586571637836,42.357063392451934,-37.8694768208141,-42.80463877234876,104487.58657163785,15,10,-16.914732814536542,1.6913168609795417,14.445861132594809,0.797641013840289
